treat,id,population,heat_2,time_2,body_part,temp,mass_initial,urine,posture
Heliothermy,EV1,Evora,Heating,0,Snout,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Eye,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Head,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Dorsum,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Leg,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Foot,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,0,Tail,0,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Snout,-0.3,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Eye,0.2,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Head,0.2,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Dorsum,-0.3,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Leg,1,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Foot,0.5,6.6861,0,1
Heliothermy,EV1,Evora,Heating,20,Tail,0.8,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Snout,0.2,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Eye,1.6,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Head,1.2,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Dorsum,0.9,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Leg,2.3,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Foot,1.4,6.6861,0,1
Heliothermy,EV1,Evora,Heating,40,Tail,1.3,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Snout,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Eye,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Head,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Dorsum,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Leg,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Foot,,6.6861,0,1
Heliothermy,EV1,Evora,Heating,60,Tail,,6.6861,0,1
Heliothermy,EV12,Evora,Heating,0,Snout,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Eye,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Head,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Dorsum,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Leg,,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Foot,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,0,Tail,0,9.6967,1,1
Heliothermy,EV12,Evora,Heating,20,Snout,1,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Eye,1.4,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Head,1,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Dorsum,0.9,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Leg,,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Foot,0.4,9.6967,1,0
Heliothermy,EV12,Evora,Heating,20,Tail,0.9,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Snout,1.9,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Eye,2.5,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Head,2,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Dorsum,1.7,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Leg,,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Foot,0.9,9.6967,1,0
Heliothermy,EV12,Evora,Heating,40,Tail,1.6,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Snout,2.8,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Eye,3,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Head,2.6,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Dorsum,2.3,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Leg,,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Foot,1,9.6967,1,0
Heliothermy,EV12,Evora,Heating,60,Tail,2.1,9.6967,1,0
Heliothermy,EV17,Evora,Heating,0,Snout,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Eye,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Head,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Dorsum,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Leg,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Foot,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,0,Tail,0,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Snout,0.1,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Eye,0.2,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Head,0.8,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Dorsum,0.9,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Leg,1.1,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Foot,0.4,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,20,Tail,0.8,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Snout,0.9,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Eye,1.6,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Head,1.6,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Dorsum,1.8,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Leg,2.5,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Foot,0.9,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,40,Tail,1.6,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Snout,0.7,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Eye,2.3,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Head,2.4,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Dorsum,2.6,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Leg,3.5,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Foot,1.2,10.266,0,0.5
Heliothermy,EV17,Evora,Heating,60,Tail,2.3,10.266,0,0.5
Heliothermy,EV19,Evora,Heating,0,Snout,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Eye,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Head,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Dorsum,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Leg,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Foot,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,0,Tail,0,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Snout,0.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Eye,1,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Head,1,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Dorsum,1,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Leg,0.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Foot,0.3,11.6478,0,0
Heliothermy,EV19,Evora,Heating,20,Tail,0.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Snout,1.2,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Eye,2,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Head,1.9,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Dorsum,1.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Leg,1.4,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Foot,0.5,11.6478,0,0
Heliothermy,EV19,Evora,Heating,40,Tail,1.1,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Snout,1.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Eye,2.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Head,2.7,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Dorsum,2.4,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Leg,1.9,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Foot,0.8,11.6478,0,0
Heliothermy,EV19,Evora,Heating,60,Tail,1.6,11.6478,0,0
Heliothermy,EV8,Evora,Heating,0,Snout,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Eye,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Head,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Dorsum,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Leg,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Foot,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,0,Tail,0,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Snout,0.6,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Eye,1.1,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Head,1.3,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Dorsum,1.4,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Leg,0.7,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Foot,0.6,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,20,Tail,0.6,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Snout,1.3,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Eye,2.2,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Head,2.6,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Dorsum,2.8,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Leg,1.8,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Foot,1.3,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,40,Tail,1.5,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Snout,1.8,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Eye,2.8,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Head,3.1,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Dorsum,3.7,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Leg,2.3,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Foot,1.5,9.4573,1,0.5
Heliothermy,EV8,Evora,Heating,60,Tail,2,9.4573,1,0.5
Heliothermy,PT1,Portimao,Heating,0,Snout,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Eye,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Head,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Dorsum,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Leg,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Foot,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,0,Tail,0,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Snout,0.5,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Eye,0.8,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Head,0.8,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Dorsum,0.9,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Leg,0.7,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Foot,0.3,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,20,Tail,0.7,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Snout,1.2,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Eye,1.5,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Head,1.6,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Dorsum,1.7,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Leg,1.1,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Foot,0.4,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,40,Tail,1.1,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Snout,1.7,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Eye,2.2,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Head,2.4,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Dorsum,2.2,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Leg,1.7,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Foot,0.6,11.5596,0,0
Heliothermy,PT1,Portimao,Heating,60,Tail,1.5,11.5596,0,0
Heliothermy,PT14,Portimao,Heating,0,Snout,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Eye,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Head,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Dorsum,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Leg,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Foot,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,0,Tail,0,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Snout,0.5,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Eye,0.9,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Head,1,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Dorsum,1.2,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Leg,0.4,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Foot,0.1,7.78,0,0
Heliothermy,PT14,Portimao,Heating,20,Tail,0.8,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Snout,1,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Eye,1.3,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Head,1.9,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Dorsum,2.2,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Leg,0.9,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Foot,0.3,7.78,0,0
Heliothermy,PT14,Portimao,Heating,40,Tail,1.6,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Snout,1.3,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Eye,1.9,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Head,2.8,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Dorsum,3.2,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Leg,1.2,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Foot,0.5,7.78,0,0
Heliothermy,PT14,Portimao,Heating,60,Tail,2.3,7.78,0,0
Heliothermy,PT18,Portimao,Heating,0,Snout,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Eye,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Head,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Dorsum,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Leg,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Foot,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,0,Tail,0,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Snout,0.7,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Eye,0.9,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Head,0.8,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Dorsum,1.2,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Leg,1.5,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Foot,0.7,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,20,Tail,1,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Snout,1.4,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Eye,1.7,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Head,1.6,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Dorsum,2.3,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Leg,2.9,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Foot,1.2,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,40,Tail,1.9,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Snout,1.9,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Eye,2.3,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Head,2.2,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Dorsum,3.1,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Leg,3.9,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Foot,1.4,12.0763,1,0.5
Heliothermy,PT18,Portimao,Heating,60,Tail,2.6,12.0763,1,0.5
Heliothermy,PTA,Portimao,Heating,0,Snout,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Eye,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Head,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Dorsum,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Leg,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Foot,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,0,Tail,0,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Snout,0.7,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Eye,1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Head,0.9,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Dorsum,1.2,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Leg,1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Foot,0.3,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,20,Tail,0.8,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Snout,1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Eye,1.8,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Head,1.8,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Dorsum,2.2,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Leg,2.1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Foot,0.4,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,40,Tail,1.6,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Snout,1.7,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Eye,3.1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Head,2.7,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Dorsum,3.1,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Leg,3,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Foot,0.8,7.6055,0,0
Heliothermy,PTA,Portimao,Heating,60,Tail,2.5,7.6055,0,0
Heliothermy,PTB,Portimao,Heating,0,Snout,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Eye,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Head,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Dorsum,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Leg,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Foot,,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,0,Tail,0,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Snout,1.2,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Eye,1.1,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Head,0.8,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Dorsum,1,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Leg,1.1,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Foot,,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,20,Tail,0.9,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Snout,2,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Eye,2.2,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Head,1.8,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Dorsum,1.8,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Leg,2,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Foot,,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,40,Tail,1.6,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Snout,2.3,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Eye,2.9,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Head,2.5,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Dorsum,2.6,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Leg,2.9,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Foot,,11.7068,1,0.5
Heliothermy,PTB,Portimao,Heating,60,Tail,2.4,11.7068,1,0.5
Heliothermy,TV10,Torres Vedras,Heating,0,Snout,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Eye,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Head,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Dorsum,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Leg,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Foot,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,0,Tail,0,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Snout,0.2,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Eye,0.3,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Head,0.5,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Dorsum,0.6,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Leg,0.8,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Foot,0.4,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,20,Tail,1.5,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Snout,0.5,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Eye,0.8,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Head,1,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Dorsum,1.2,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Leg,1.3,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Foot,0.8,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,40,Tail,2.3,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Snout,1.1,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Eye,1.1,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Head,1.8,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Dorsum,2,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Leg,2,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Foot,1.1,6.3937,0,0
Heliothermy,TV10,Torres Vedras,Heating,60,Tail,3.1,6.3937,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Snout,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Eye,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Head,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Dorsum,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Leg,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Foot,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,0,Tail,0,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Snout,0.9,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Eye,0.5,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Head,1.2,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Dorsum,1.1,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Leg,1.2,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Foot,0.6,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,20,Tail,0.8,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Snout,1.6,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Eye,1,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Head,2,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Dorsum,2.1,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Leg,1.8,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Foot,0.9,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,40,Tail,1.4,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Snout,2.1,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Eye,1.1,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Head,2.7,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Dorsum,2.9,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Leg,2.5,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Foot,1.2,6.3713,0,0
Heliothermy,TV13,Torres Vedras,Heating,60,Tail,2.1,6.3713,0,0
Heliothermy,TV14,Torres Vedras,Heating,0,Snout,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Eye,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Head,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Dorsum,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Leg,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Foot,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,0,Tail,0,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Snout,1.1,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Eye,1.2,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Head,1.4,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Dorsum,1.5,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Leg,0.8,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Foot,-0.1,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,20,Tail,1.1,7.918,0,0.5
Heliothermy,TV14,Torres Vedras,Heating,40,Snout,0.2,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Eye,1.7,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Head,2,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Dorsum,2,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Leg,1.3,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Foot,-1.2,7.918,0,0
Heliothermy,TV14,Torres Vedras,Heating,40,Tail,1.3,7.918,0,0
