treat,id,population,heat_2,time_2,body_part,temp,mass_initial,urine,posture
Thigmothermy,PTA,Portimao,Cooling,20,Eye,-0.6,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,20,Head,-0.6,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,20,Dorsum,-0.4,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,20,Leg,-0.7,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,20,Foot,-0.9,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,20,Tail,-0.5,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Snout,-0.8,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Eye,-1,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Head,-1,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Dorsum,-0.9,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Leg,-1.4,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Foot,-1.5,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,40,Tail,-1.1,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Snout,-0.6,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Eye,-1.4,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Head,-1.4,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Dorsum,-1.3,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Leg,-2,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Foot,-1.8,7.4231,0,0
Thigmothermy,PTA,Portimao,Cooling,60,Tail,-1.7,7.4231,0,0
Thigmothermy,PTB,Portimao,Cooling,0,Snout,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Eye,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Head,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Dorsum,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Leg,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Foot,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,0,Tail,0,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Snout,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Eye,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Head,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Dorsum,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Leg,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Foot,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,20,Tail,,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Snout,-1,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Eye,-0.6,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Head,-0.3,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Dorsum,-1.2,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Leg,-0.8,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Foot,-1.2,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,40,Tail,-0.4,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Snout,-1.2,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Eye,-1,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Head,-0.7,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Dorsum,-1.4,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Leg,-1.2,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Foot,-1.4,11.7068,0,0.5
Thigmothermy,PTB,Portimao,Cooling,60,Tail,-0.5,11.7068,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Snout,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Eye,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Head,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Dorsum,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Leg,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Foot,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,0,Tail,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Snout,-1.4,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Eye,-1.2,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Head,-1.3,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Dorsum,-0.7,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Leg,0,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Foot,-0.8,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,20,Tail,-0.5,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Snout,-0.8,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Eye,-1.1,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Head,-1.6,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Dorsum,-1.3,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Leg,-0.5,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Foot,-2.1,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,40,Tail,-0.8,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Snout,-1.1,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Eye,-1.5,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Head,-2.2,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Dorsum,-1.7,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Leg,-1,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Foot,-2.5,6.4739,0,0.5
Thigmothermy,TV10,Torres Vedras,Cooling,60,Tail,-1.5,6.4739,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,0,Snout,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Eye,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Head,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Dorsum,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Leg,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Foot,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,0,Tail,0,6.7359,0,0
Thigmothermy,TV13,Torres Vedras,Cooling,20,Snout,0.4,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Eye,-0.2,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Head,-0.6,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Dorsum,-0.6,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Leg,-0.4,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Foot,-0.4,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,20,Tail,-0.7,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Snout,0.3,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Eye,-0.6,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Head,-1.3,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Dorsum,-1.5,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Leg,-0.9,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Foot,-0.4,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,40,Tail,-1.3,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Snout,-1.1,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Eye,-1.4,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Head,-1.8,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Dorsum,-2.1,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Leg,-1.8,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Foot,-0.6,6.7359,0,0.5
Thigmothermy,TV13,Torres Vedras,Cooling,60,Tail,-1.9,6.7359,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Snout,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Eye,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Head,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Dorsum,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Leg,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Foot,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,0,Tail,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Snout,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Eye,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Head,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Dorsum,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Leg,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Foot,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,20,Tail,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Snout,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Eye,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Head,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Dorsum,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Leg,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Foot,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,40,Tail,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Snout,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Eye,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Head,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Dorsum,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Leg,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Foot,,8.1587,0,0.5
Thigmothermy,TV14,Torres Vedras,Cooling,60,Tail,,8.1587,0,0.5
Thigmothermy,TV16,Torres Vedras,Cooling,0,Snout,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Eye,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Head,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Dorsum,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Leg,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Foot,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,0,Tail,0,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Snout,-0.7,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Eye,-0.5,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Head,-0.6,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Dorsum,-0.5,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Leg,-0.5,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Foot,-0.4,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,20,Tail,-0.8,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Snout,-1.4,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Eye,-1.2,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Head,-1.3,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Dorsum,-1.1,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Leg,-0.9,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Foot,-0.8,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,40,Tail,-1.5,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Snout,-2.5,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Eye,-2,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Head,-2,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Dorsum,-1.7,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Leg,-1.3,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Foot,-0.9,6.6253,0,0
Thigmothermy,TV16,Torres Vedras,Cooling,60,Tail,-2.1,6.6253,0,0
Thigmothermy,TV2,Torres Vedras,Cooling,0,Snout,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Eye,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Head,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Dorsum,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Leg,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Foot,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,0,Tail,0,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Snout,-0.4,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Eye,-0.4,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Head,-0.2,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Dorsum,-0.4,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Leg,-0.5,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Foot,-0.5,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,20,Tail,-0.2,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Snout,-0.6,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Eye,-0.5,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Head,-0.4,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Dorsum,-0.5,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Leg,-0.7,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Foot,-0.9,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,40,Tail,-0.3,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Snout,-1.1,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Eye,-1,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Head,-0.8,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Dorsum,-0.8,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Leg,-1.3,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Foot,-1.3,12.0906,0,0.5
Thigmothermy,TV2,Torres Vedras,Cooling,60,Tail,-0.5,12.0906,0,0.5
Heliothermy,AY18,Ayamonte,Heating,0,Snout,0,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Eye,0,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Head,0,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Dorsum,0,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Leg,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Foot,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,0,Tail,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Snout,1.4,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Eye,2.3,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Head,1,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Dorsum,1.4,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Leg,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Foot,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,20,Tail,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Snout,2.4,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Eye,3.2,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Head,2.3,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Dorsum,2.6,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Leg,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Foot,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,40,Tail,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Snout,3.3,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Eye,4.7,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Head,3.1,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Dorsum,3.9,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Leg,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Foot,,7.2041,0,1
Heliothermy,AY18,Ayamonte,Heating,60,Tail,,7.2041,0,1
Heliothermy,AY19,Ayamonte,Heating,0,Snout,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Eye,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Head,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Dorsum,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Leg,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Foot,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,0,Tail,0,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Snout,1,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Eye,0.5,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Head,0.6,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Dorsum,1.2,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Leg,0.7,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Foot,0.7,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,20,Tail,0.7,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Snout,1.5,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Eye,0.8,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Head,0.9,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Dorsum,2.3,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Leg,1.2,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Foot,1.1,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,40,Tail,1.3,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Snout,2,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Eye,1.3,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Head,1.5,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Dorsum,3.2,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Leg,1.8,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Foot,1.5,10.7872,1,0
Heliothermy,AY19,Ayamonte,Heating,60,Tail,2,10.7872,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Snout,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Eye,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Head,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Dorsum,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Leg,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Foot,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,0,Tail,0,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Snout,0.3,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Eye,0.6,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Head,0.5,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Dorsum,1.2,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Leg,1,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Foot,0.5,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,20,Tail,0.8,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Snout,0.6,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Eye,1.1,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Head,1,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Dorsum,2,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Leg,1.8,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Foot,0.7,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,40,Tail,1.6,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Snout,1.1,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Eye,1.7,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Head,1.5,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Dorsum,2.9,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Leg,2.6,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Foot,1,7.657,1,0
Heliothermy,AY21,Ayamonte,Heating,60,Tail,2.4,7.657,1,0
Heliothermy,AY6,Ayamonte,Heating,0,Snout,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Eye,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Head,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Dorsum,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Leg,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Foot,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,0,Tail,0,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Snout,0.6,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Eye,0.2,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Head,0.8,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Dorsum,1,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Leg,1.3,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Foot,0.3,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,20,Tail,0.9,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Snout,0.7,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Eye,0.9,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Head,1.5,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Dorsum,1.7,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Leg,2.2,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Foot,0.5,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,40,Tail,1.8,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Snout,1.3,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Eye,1.6,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Head,2.3,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Dorsum,2.5,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Leg,3.3,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Foot,0.7,7.0416,0,0
Heliothermy,AY6,Ayamonte,Heating,60,Tail,2.6,7.0416,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Snout,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Eye,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Head,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Dorsum,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Leg,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Foot,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,0,Tail,0,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Snout,1,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Eye,0.9,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Head,0.7,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Dorsum,1,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Leg,0.8,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Foot,0.4,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,20,Tail,0.7,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Snout,2.1,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Eye,1.9,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Head,1.6,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Dorsum,1.9,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Leg,1.4,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Foot,0.9,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,40,Tail,1.2,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Snout,2.3,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Eye,2.8,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Head,2.2,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Dorsum,2.5,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Leg,1.8,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Foot,1.2,7.4611,0,0
Heliothermy,AY7,Ayamonte,Heating,60,Tail,1.7,7.4611,0,0
