treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Thigmothermy,Cooling,PTA,160,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-2.8,-2.9,-3.4,-3.1,-4.7,-10.3,-3.8,,2
Thigmothermy,Cooling,TV14,180,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-5.8,-4.3,-4.1,-4.2,-4.4,-10.1,-3.8,,2
Thigmothermy,Cooling,PTA,140,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-2.6,-2.4,-3,-2.7,-4.2,-10,-3.3,,2
Thigmothermy,Heating,PTB,280,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,8.6,5.8,6.5,7,7.5,10.6,6.9,,1
Thigmothermy,Heating,EV19,280,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,9.7,6.5,6.7,6.9,11.5,13.2,8.3,,1
Thigmothermy,Cooling,TV2,200,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-4.5,-2.7,-3.1,-2.7,-4.1,-9.4,-1.7,,2
Thigmothermy,Cooling,TV2,220,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-4.6,-3,-3.5,-3.1,-4.5,-9.5,-2,,2
Thigmothermy,Cooling,TV2,240,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-4.5,-3.1,-3.7,-3.2,-4.6,-9.5,-2.1,,2
Thigmothermy,Heating,AY21,260,35,19.2,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,5.4,5.5,6.8,6.8,6.6,7.9,7.8,,1
Thigmothermy,Heating,TV16,280,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,9,6,6.8,6.8,4.7,7.7,8,,1
Thigmothermy,Heating,PT1,280,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,8.8,6.6,6.3,6.8,7,10.7,8.5,,1
Thigmothermy,Heating,PTA,280,35,19,0,0,7.4231,7.4134,68.14,Portimao,2,5,5.3,7.4,6.8,9.7,12.3,8.8,,1
Thigmothermy,Cooling,TV2,340,19.5,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.4,-4.2,-5,-4.6,-5.3,-9.8,-3.3,,2
Thigmothermy,Cooling,TV2,360,19.4,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.8,-4.5,-5.3,-4.8,-5.6,-9.8,-3.6,,2
Thigmothermy,Cooling,TV2,380,19.5,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.5,-4.6,-5.3,-5,-5.6,-9.9,-3.7,,2
Thigmothermy,Cooling,TV2,400,19.5,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.8,-5,-5.8,-5.3,-6,-10.1,-4.1,,2
Thigmothermy,Cooling,TV2,420,19.5,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.8,-5.1,-5.9,-5.6,-6.1,-10.1,-4.4,,2
Thigmothermy,Cooling,TV2,440,19.4,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.7,-5.4,-6.2,-5.9,-6.5,-10.1,-4.7,,2
Thigmothermy,Cooling,TV2,460,19.4,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.7,-5.3,-6.3,-6,-6.5,-10.1,-4.9,,2
Thigmothermy,Cooling,TV2,480,19.5,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-5.8,-5.4,-6.3,-6.2,-6.6,,-5.1,,2
Thigmothermy,Cooling,TV2,500,19.5,19.2,0,0,12.0906,12.0754,80.09,Torres Vedras,2,-6.2,-5.7,-6.6,-6.5,-6.8,,-5.4,,2
Thigmothermy,Cooling,TV2,520,19.5,19.2,1,0,12.0906,12.0754,80.09,Torres Vedras,2,,,-6.8,-6.6,-7,,-5.5,,2
Thigmothermy,Cooling,TV2,540,19.5,19.2,1,0,12.0906,12.0754,80.09,Torres Vedras,2,-6.2,-5.9,-6.9,-6.7,-7.2,-9.9,-5.6,,2
Thigmothermy,Cooling,TV2,560,19.4,19.2,1,0,12.0906,12.0754,80.09,Torres Vedras,2,-6.2,-6,-7,-6.8,-7.2,-10.1,-5.8,,2
Thigmothermy,Cooling,TV2,580,19.5,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-6.4,-6.2,-7.1,-7.1,-7.3,-10.2,-6,,2
Thigmothermy,Cooling,TV2,600,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-6.3,-6.2,-7.3,-7.1,-7.5,-10,-6.1,,2
Thigmothermy,Cooling,PT14,0,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,0,0,0,0,0,,0,,2
Thigmothermy,Cooling,PT14,20,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-0.5,-0.1,0.4,-0.2,-0.8,0,-0.4,,2
Thigmothermy,Heating,AY19,320,34.9,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,7.1,5.8,6,6.7,9.3,12.1,5.5,,1
Thigmothermy,Heating,AY18,280,35.1,18,1,0,7.667,7.6553,64.5,Ayamonte,2,4.4,4.5,5.8,6.5,4.8,,5.1,,1
Thigmothermy,Heating,TV2,320,34.9,19.3,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,7.3,5.4,5.6,6.5,8.6,12.3,5.3,,1
Thigmothermy,Cooling,TV14,160,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-5.5,-3.6,-3.4,-3.7,-4,-10,-3.3,,2
Thigmothermy,Cooling,TV14,140,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-5.1,-3,-2.9,-3,-3.4,-9.9,-2.7,,2
Thigmothermy,Cooling,PTA,120,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-2.3,-2.1,-2.5,-2.2,-3.8,-9.8,-2.8,,2
Thigmothermy,Heating,PTB,260,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,8.3,5.4,6,6.5,7.3,10.5,6.5,,1
Thigmothermy,Heating,TV16,260,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,8.8,5.8,6.5,6.5,4.7,7.5,7.7,,1
Thigmothermy,Cooling,PT14,200,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-3,-2.6,-3.3,-4.9,-5.1,-3.7,-5.6,,2
Thigmothermy,Cooling,PT14,220,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-3.4,-3.1,-3.7,-5.3,-5.3,-3.8,-5.8,,2
Thigmothermy,Cooling,PT14,240,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-3.2,-3.4,-4.2,-5.7,-5.6,-3.8,-6.1,,2
Thigmothermy,Heating,PTA,260,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,4.9,5,7,6.5,9.5,12.1,8.5,,1
Thigmothermy,Heating,AY19,300,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,6.7,5.6,5.8,6.4,9.1,12,5.2,,1
Thigmothermy,Heating,EV19,260,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,9.5,6.2,6.2,6.4,11.2,13,7.9,,1
Thigmothermy,Heating,AY18,260,35.1,18,1,0,7.667,7.6553,64.5,Ayamonte,2,4.3,4.6,5.7,6.3,4.4,,4.7,,1
Thigmothermy,Cooling,PT14,340,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-4,-4.6,-5.4,-6.9,-6.6,-3.5,-7.1,,2
Thigmothermy,Cooling,PT14,360,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-4.3,-4.8,-5.6,-7.2,-6.9,-3.7,-7.5,,2
Thigmothermy,Cooling,PT14,380,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.4,-5.1,-5.9,-7.5,-7.1,-3.9,-7.7,,2
Thigmothermy,Cooling,PT14,400,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.4,-5.4,-6.3,-7.7,-7.3,-3.8,-8,,2
Thigmothermy,Cooling,PT14,420,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.6,-5.3,-6.3,-7.8,-7.4,-3.6,-8.1,1,2
Thigmothermy,Cooling,PT14,440,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.4,-5.3,-6.4,-7.8,-7.1,-3.3,-8,,2
Thigmothermy,Cooling,PT14,460,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.9,-5.8,-6.8,-8.1,-7.9,,-8.4,,2
Thigmothermy,Cooling,PT14,480,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-4.8,-5.8,-6.8,-8.3,-7.6,,-8.4,,2
Thigmothermy,Cooling,PT14,500,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5,-6,-7,-8.4,-7.9,,-8.7,,2
Thigmothermy,Cooling,PT14,520,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5.1,-6.1,-7.1,-8.6,-8.1,,-8.7,,2
Thigmothermy,Cooling,PT14,540,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5.1,-6.3,-7.3,-8.7,-8.1,,-8.9,,2
Thigmothermy,Cooling,PT14,560,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5.3,-6.3,-7.2,-8.8,-8.2,,-9,,2
Thigmothermy,Cooling,PT14,580,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5.4,-6.5,-7.3,-8.8,-8.3,,-9,,2
Thigmothermy,Cooling,PT14,600,19.2,19.2,0.5,1,7.9894,7.9154,70.07,Portimao,2,-5.5,-6.5,-7.4,-8.9,-8.3,,-9.1,,2
Thigmothermy,Cooling,AY21,0,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,AY21,20,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-1.3,-0.4,-0.3,-0.2,-1.4,-4.4,-0.4,,2
Thigmothermy,Heating,PT1,260,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,8.5,6.2,6,6.3,6.5,10.5,8,,1
Thigmothermy,Heating,TV2,300,34.9,19.3,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,7.1,5.1,5.2,6.2,8.4,12.2,5.1,,1
Thigmothermy,Heating,EV8,320,35.3,19.2,0,1,9.5652,9.2853,76.37,Evora,1,3.1,3.5,5.8,6.2,8.7,11.2,7.4,,1
Thigmothermy,Cooling,TV14,120,18.5,19.2,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-4.8,-2.8,-2.3,-2.6,-3.3,-9.7,-2.4,,2
Thigmothermy,Cooling,AY19,180,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.2,-2.3,-2.8,-2.8,-4.6,-9.7,-4.7,,2
Thigmothermy,Cooling,TV14,100,18.5,19.1,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-4.2,-2.1,-1.7,-1.8,-3,-9.6,-1.8,,2
Thigmothermy,Heating,PT14,320,35,19.1,0,1,7.9894,7.9154,70.07,Portimao,2,5.5,4.9,6.1,6.1,7.7,8.3,7.7,,1
Thigmothermy,Heating,PT18,320,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,4.4,4.3,5.4,6,7.7,10.5,7,,1
Thigmothermy,Cooling,AY21,200,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-4.2,-3.3,-4.3,-4,-8.4,-9.7,-4.7,,2
Thigmothermy,Cooling,AY21,220,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-4.3,-3.6,-4.7,-4.5,-8.7,-9.7,-5.2,,2
Thigmothermy,Cooling,AY21,240,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-4.3,-3.8,-5.1,-4.7,-8.8,-9.8,-5.4,,2
Thigmothermy,Heating,AY7,320,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,4.2,5.1,6,6,7.7,11.9,8.8,,1
Thigmothermy,Heating,AY19,280,34.9,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,6.4,5.2,5.3,5.9,8.7,11.8,4.7,,1
Thigmothermy,Heating,TV2,280,34.9,19.3,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,6.9,4.9,4.9,5.9,8,12.3,4.7,,1
Thigmothermy,Heating,EV8,300,35.3,19.2,0,1,9.5652,9.2853,76.37,Evora,1,3.1,4,5.5,5.8,8.4,11.2,7.1,,1
Thigmothermy,Cooling,AY21,340,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-5.4,-5.3,-6.6,-6.4,-9.5,-9.9,-7.2,,2
Thigmothermy,Cooling,AY21,360,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-5.7,-5.6,-6.8,-6.7,-9.6,-9.9,-7.5,,2
Thigmothermy,Cooling,AY21,380,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-5.9,-5.7,-7,-6.9,-9.5,-9.8,-7.7,,2
Thigmothermy,Cooling,AY21,400,19.2,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-5.9,-6,-7.3,-7.2,-9.8,-9.9,-7.9,,2
Thigmothermy,Cooling,AY21,420,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6,-6.2,-7.5,-7.3,-9.8,-9.9,-8.1,,2
Thigmothermy,Cooling,AY21,440,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.2,-6.3,-7.6,-7.6,-9.9,-9.9,-8.3,,2
Thigmothermy,Cooling,AY21,460,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.2,-6.5,-7.8,-7.7,-9.8,-9.8,-8.5,,2
Thigmothermy,Cooling,AY21,480,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.4,-6.7,-8.1,-8,-9.9,-10,-8.7,,2
Thigmothermy,Cooling,AY21,500,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.3,-6.8,-8.3,-8.2,-9.9,-9.9,-8.9,,2
Thigmothermy,Cooling,AY21,520,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.5,-7,-8.4,-8.4,-9.8,-9.9,-9.1,,2
Thigmothermy,Cooling,AY21,540,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.5,-7.1,-8.5,-8.4,-9.8,-9.9,-9.2,,2
Thigmothermy,Cooling,AY21,560,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-6.8,-7.2,-8.6,-8.5,-9.8,-9.8,-9.5,,2
Thigmothermy,Cooling,AY21,580,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,,,,,,,,,2
Thigmothermy,Cooling,AY21,600,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-7,-7.4,-8.9,-8.8,-9.7,-9.9,-9.6,,2
Thigmothermy,Cooling,AY7,0,19.3,19.3,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,AY7,20,19.3,19.3,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,-0.1,-0.4,-0.3,-0.3,-1.1,-3.8,-0.7,,2
Thigmothermy,Heating,PT14,300,35,19.1,0,1,7.9894,7.9154,70.07,Portimao,2,5.3,4.6,5.8,5.8,7.5,8.5,7.4,,1
Thigmothermy,Heating,TV2,260,34.9,19.3,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,6.7,4.6,4.7,5.7,7.9,12.2,4.4,,1
Thigmothermy,Cooling,AY19,160,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3,-2.1,-2.7,-2.5,-4.2,-9.6,-4.4,,2
Thigmothermy,Cooling,AY21,160,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-3.7,-2.8,-3.7,-3.2,-7.7,-9.6,-4,,2
Thigmothermy,Cooling,AY21,180,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-3.7,-3,-4,-3.6,-8.1,-9.6,-4.4,,2
Thigmothermy,Cooling,PTA,100,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-2.5,-1.7,-2.1,-1.8,-3.2,-9.5,-2.2,,2
Thigmothermy,Cooling,EV8,140,19.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,-0.9,-1.6,-1.9,-2.2,-3.4,-9.5,-3.5,,2
Thigmothermy,Heating,AY7,300,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,4.2,5,5.7,5.7,7.7,12,8.6,,1
Thigmothermy,Cooling,AY7,200,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.1,-2.3,-2.8,-2.9,-4.7,,-5.3,,2
Thigmothermy,Cooling,AY7,220,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,,,,,,,,,2
Thigmothermy,Cooling,AY7,240,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.4,-2.9,-3.5,-3.5,-5.4,-6.4,-5.3,,2
Thigmothermy,Heating,AY19,260,34.9,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,6.2,4.8,4.9,5.6,8.4,11.6,4.4,,1
Thigmothermy,Heating,PT18,300,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,4,4,5.1,5.6,7.4,10.5,6.7,,1
Thigmothermy,Heating,EV8,280,35.3,19.2,0,1,9.5652,9.2853,76.37,Evora,1,2.7,3.6,5.2,5.5,8.2,11.1,7.3,,1
Thigmothermy,Cooling,EV8,160,19.2,19.1,0.5,1,9.5652,9.2853,76.37,Evora,1,-0.8,-1.6,-2.5,-2.8,-3.7,-9.5,-4.2,,2
Thigmothermy,Cooling,AY7,340,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.4,-3.3,-4.1,-4.6,-5.9,-6.5,-6.1,,2
Thigmothermy,Cooling,AY7,360,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.5,-3.4,-4.3,-4.8,-6.1,-6.4,-6.3,,2
Thigmothermy,Cooling,AY7,380,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.6,-3.7,-4.4,-5,-6.3,-6.5,-6.5,,2
Thigmothermy,Cooling,AY7,400,19.4,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.6,-3.7,-4.6,-5.2,-6.5,-6.5,-6.6,,2
Thigmothermy,Cooling,AY7,420,19.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.8,-4,-4.8,-5.5,-6.8,-6.5,-7,,2
Thigmothermy,Cooling,AY7,440,19.4,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2,-4.1,-5,-5.7,-6.9,-6.7,-7.2,,2
Thigmothermy,Cooling,AY7,460,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-1.9,-4.2,-5.1,-5.7,-7,-6.7,-7.3,,2
Thigmothermy,Cooling,AY7,480,19.4,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.1,-4.3,-5.2,-6,-7.3,-6.8,-7.5,,2
Thigmothermy,Cooling,AY7,500,19.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2,-4.3,-5.3,-6,-7.4,-6.7,-7.7,,2
Thigmothermy,Cooling,AY7,520,19.4,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.2,-4.4,-5.4,-6.1,-7.3,-6.7,-7.8,,2
Thigmothermy,Cooling,AY7,540,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.2,-4.4,-5.4,-6.2,-7.5,-6.7,-7.9,,2
Thigmothermy,Cooling,AY7,560,19.4,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.2,-4.6,-5.6,-6.4,-7.6,-6.8,-8,,2
Thigmothermy,Cooling,AY7,580,19.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.2,-4.5,-5.6,-6.5,-7.7,-6.8,-8.2,,2
Thigmothermy,Cooling,AY7,600,19.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,-2.3,-4.5,-5.7,-6.6,-7.7,-6.8,-8.2,,2
Thigmothermy,Cooling,TV10,0,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,TV10,20,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,-1,-0.6,-0.3,-0.3,-1,-1.1,-0.6,1,2
Thigmothermy,Cooling,AY19,140,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3,-2,-2.4,-2,-3.8,-9.4,-4,,2
Thigmothermy,Heating,PT14,280,39.9,19.1,0,1,7.9894,7.9154,70.07,Portimao,2,5.5,4.6,5.5,5.4,7.6,9.2,7,1,1
Thigmothermy,Cooling,EV8,180,19.2,19.1,0.5,1,9.5652,9.2853,76.37,Evora,1,-1.1,-1.9,-2.7,-3.1,-3.9,-9.4,-4.5,,2
Thigmothermy,Cooling,AY21,140,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-3.6,-2.4,-3.1,-2.7,-7.1,-9.2,-3.6,,2
Thigmothermy,Cooling,TV2,180,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-4.2,-2.3,-2.7,-2.3,-3.7,-9.2,-1.4,,2
Thigmothermy,Cooling,EV17,180,18.3,18.1,0,0,10.4821,10.4698,73.58,Evora,2,-4.5,-3.7,-3.9,-4,-6.3,-9.2,-4.2,,2
Thigmothermy,Heating,PT14,260,34.9,19.1,0,1,7.9894,7.9154,70.07,Portimao,2,5.3,4.5,5.2,5.3,7.1,9.3,7,,1
Thigmothermy,Heating,AY7,280,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,3.4,4.4,5.5,5.3,7.6,12,8.3,,1
Thigmothermy,Cooling,TV10,200,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,-4.2,-5.1,-4.7,-3.9,-4.7,-4.3,-6.7,,2
Thigmothermy,Cooling,TV10,220,19.4,19.3,0.5,0,6.4739,6.4549,68.33,Torres Vedras,1,-4,-5.5,-5,-4.2,-5.3,-5.3,-7.1,,2
Thigmothermy,Cooling,TV10,240,19.4,19.3,1,0,6.4739,6.4549,68.33,Torres Vedras,1,-4.1,-5.6,-5.2,-4.5,-5.6,-5.4,-7.3,,2
Thigmothermy,Heating,PT18,280,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,3.7,3.8,4.9,5.2,7.1,10.5,6.5,,1
Thigmothermy,Heating,EV8,260,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,2.7,3.5,5,5.2,7.9,11.1,6.6,,1
Thigmothermy,Cooling,AY19,120,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-2.9,-1.8,-2.2,-1.6,-3.5,-9.1,-3.4,,2
Thigmothermy,Cooling,TV2,140,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-3.8,-1.6,-2.1,-1.7,-3.1,-9.1,-1,,2
Thigmothermy,Cooling,TV10,340,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-5.4,-6.4,-6.8,-6.1,-6.8,-5.6,-8.6,,2
Thigmothermy,Cooling,TV10,360,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-5.6,-6.7,-7.2,-6.5,-7,-5.6,-8.8,,2
Thigmothermy,Cooling,TV10,380,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-5.8,-7,-7.5,-6.7,-7.1,-5.7,-8.8,,2
Thigmothermy,Cooling,TV10,400,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-5.8,-7.3,-7.8,-7.2,-7.3,-5.8,-9.1,,2
Thigmothermy,Cooling,TV10,420,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6,-7.6,-8.2,-7.6,-7.6,-5.8,-9.4,,2
Thigmothermy,Cooling,TV10,440,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,,,,,,,,,2
Thigmothermy,Cooling,TV10,460,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-5.7,-7.9,-8.4,-8,-7.6,,-9.8,,2
Thigmothermy,Cooling,TV10,480,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6.2,-8.4,-8.8,-8.3,-8,-6,-10,,2
Thigmothermy,Cooling,TV10,500,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6,-8.2,-8.9,-8.5,-7.9,-5.9,-10,,2
Thigmothermy,Cooling,TV10,520,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6.1,-8.5,-9.1,-8.6,-8,-6.1,-10.2,,2
Thigmothermy,Cooling,TV10,540,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,,,,-8.8,-8.3,-6,-10.6,,2
Thigmothermy,Cooling,TV10,560,19.4,19.2,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6.2,-8.4,-9.4,-8.9,-8.3,-5.9,-10.1,,2
Thigmothermy,Cooling,TV10,580,19.4,19.2,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6.1,-8.6,-9.5,-9.1,-8.4,-6,-10.3,,2
Thigmothermy,Cooling,TV10,600,19.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,-6.1,-8.7,-9.6,-9.3,-8.6,-6,-10.3,,2
Thigmothermy,Cooling,PTB,0,19.5,19.6,0,0,11.7068,11.6489,78.17,Portimao,1,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,PTB,20,19.5,19.6,0,0,11.7068,11.6489,78.17,Portimao,1,-1.5,0,-0.1,-0.1,-0.2,-7.1,-0.2,,2
Thigmothermy,Cooling,AY21,120,19.3,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,-3.3,-2.1,-2.8,-2.3,-6.8,-9.1,-3,,2
Thigmothermy,Heating,AY7,260,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,3.1,4.1,5.3,5,7.5,12,8.1,,1
Thigmothermy,Cooling,EV8,120,19.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,-0.4,-1.4,-1.4,-1.8,-3.1,-9.1,-3,,2
Thigmothermy,Cooling,TV14,80,18.6,19.1,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-3.2,-1.83,-1.3,-1.3,-2.8,-9.1,-1.4,1,2
Thigmothermy,Cooling,TV2,160,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-4.2,-2.2,-2.5,-2.1,-3.5,-9.1,-1.2,,2
Thigmothermy,Cooling,PTA,80,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-2.1,-1.3,-1.7,-1.3,-2.5,-8.9,-1.6,,2
Thigmothermy,Heating,PT18,260,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,3.5,3.4,4.5,4.8,6.7,10.5,6,,1
